	antecedents	consequents	antecedent support	consequent support	support	confidence	lift	leverage	conviction	dataset	prior	confidence+prior
11521	well,	SST-2.negative	171.0	26831.0	98.0	0.573	1.295	0.0	1.306	SST-2	0.443	57.3 (44.3)
11522	second,	SST-2.negative	110.0	26831.0	63.0	0.573	1.294	0.0	1.304	SST-2	0.443	57.3 (44.3)
12351	eventually,	QNLI.not_entailment	344.0	48313.0	197.0	0.573	1.144	0.0	1.169	QNLI	0.5	57.3 (50.0)
10476	on_the_contrary,	MNLI.contradiction	4499.0	134101.0	2571.0	0.571	1.715	0.003	1.556	MNLI	0.333	57.1 (33.3)
12353	or,	QNLI.not_entailment	98.0	48313.0	56.0	0.571	1.142	0.0	1.166	QNLI	0.5	57.1 (50.0)
14377	ironically,	SUBJ.objective	56.0	4485.0	32.0	0.571	1.147	0.0	1.17	SUBJ	0.498	57.1 (49.8)
9739	supposedly,	RTE.not_entailment	42.0	1371.0	24.0	0.571	1.153	0.001	1.177	RTE	0.496	57.1 (49.6)
6455	simultaneously	EmoBankValence.low	35.0	3293.0	20.0	0.571	1.005	0.0	1.007	EmoBankV	0.568	57.1 (56.8)
5999	meantime,	Implicature.low	49.0	2231.0	28.0	0.571	1.073	0.0	1.091	Implicature	0.533	57.1 (53.3)
11524	in_short,	SST-2.negative	637.0	26831.0	364.0	0.571	1.291	0.001	1.3	SST-2	0.443	57.1 (44.3)
11580	indeed,	SST-2.positive	210.0	33784.0	120.0	0.571	1.025	0.0	1.033	SST-2	0.557	57.1 (55.7)
7837	yet,	EmoBankDominance.low	63.0	4411.0	36.0	0.571	0.931	-0.0	0.902	EmoBankD	0.613	57.1 (61.3)
12355	unsurprisingly,	QNLI.not_entailment	2241.0	48313.0	1279.0	0.571	1.14	0.002	1.164	QNLI	0.5	57.1 (50.0)
8407	now,	Sarcasm.notsarcasm	93.0	2116.0	53.0	0.57	1.137	0.002	1.16	Sarcasm	0.501	57.0 (50.1)
11583	by_contrast,	SST-2.positive	388.0	33784.0	221.0	0.57	1.022	0.0	1.028	SST-2	0.557	57.0 (55.7)
11525	though,	SST-2.negative	302.0	26831.0	172.0	0.57	1.287	0.001	1.295	SST-2	0.443	57.0 (44.3)
14378	namely,	SUBJ.objective	72.0	4485.0	41.0	0.569	1.143	0.001	1.165	SUBJ	0.498	56.9 (49.8)
6926	especially,	EmoBankArousal.low	65.0	3169.0	37.0	0.569	1.105	0.001	1.126	EmoBankA	0.515	56.9 (51.5)
12356	lately,	QNLI.not_entailment	58.0	48313.0	33.0	0.569	1.137	0.0	1.159	QNLI	0.5	56.9 (50.0)
13891	honestly,	CR.negative	51.0	1241.0	29.0	0.569	1.554	0.003	1.47	CR	0.366	56.9 (36.6)
5202	sadly,	Verifiability.unverifiable	51.0	4459.0	29.0	0.569	0.809	-0.001	0.689	Verifiability	0.703	56.9 (70.3)
11584	this,	SST-2.positive	2580.0	33784.0	1466.0	0.568	1.019	0.0	1.025	SST-2	0.557	56.8 (55.7)
11585	especially,	SST-2.positive	1241.0	33784.0	705.0	0.568	1.019	0.0	1.025	SST-2	0.557	56.8 (55.7)
8134	undoubtedly,	PersuasivenessRelevance.low	37.0	327.0	21.0	0.568	1.416	0.008	1.386	PersuasivenessRelevance	0.401	56.8 (40.1)
10477	presumably,	MNLI.neutral	2292.0	134009.0	1300.0	0.567	1.703	0.001	1.541	MNLI	0.333	56.7 (33.3)
11587	surely,	SST-2.positive	143.0	33784.0	81.0	0.566	1.016	0.0	1.021	SST-2	0.557	56.6 (55.7)
60	once,	PDTB.Expansion	53.0	7633.0	30.0	0.566	1.392	0.0	1.367	PDTB	0.234	56.6 (23.4)
10478	indeed,	MNLI.entailment	2879.0	134364.0	1628.0	0.565	1.694	0.002	1.533	MNLI	0.334	56.5 (33.4)
11526	admittedly,	SST-2.negative	589.0	26831.0	333.0	0.565	1.277	0.001	1.282	SST-2	0.443	56.5 (44.3)
8408	and	Sarcasm.sarcasm	115.0	2107.0	65.0	0.565	1.133	0.002	1.152	Sarcasm	0.499	56.5 (49.9)
6907	undoubtedly,	EmoBankArousal.high	46.0	2985.0	26.0	0.565	1.165	0.001	1.184	EmoBankA	0.485	56.5 (48.5)
12357	notably,	QNLI.not_entailment	255.0	48313.0	144.0	0.565	1.128	0.0	1.148	QNLI	0.5	56.5 (50.0)
6909	simultaneously	EmoBankArousal.high	39.0	2985.0	22.0	0.564	1.163	0.001	1.181	EmoBankA	0.485	56.4 (48.5)
11591	slowly,	SST-2.positive	314.0	33784.0	177.0	0.564	1.011	0.0	1.015	SST-2	0.557	56.4 (55.7)
9680	nationally,	MRPC.paraphrase	71.0	2753.0	40.0	0.563	0.834	-0.002	0.743	MRPC	0.675	56.3 (67.5)
12358	gradually,	QNLI.not_entailment	1413.0	48313.0	796.0	0.563	1.126	0.001	1.144	QNLI	0.5	56.3 (50.0)
10479	already,	MNLI.neutral	1229.0	134009.0	692.0	0.563	1.691	0.001	1.527	MNLI	0.333	56.3 (33.3)
6931	probably,	EmoBankArousal.low	48.0	3169.0	27.0	0.562	1.092	0.0	1.109	EmoBankA	0.515	56.2 (51.5)
6911	elsewhere,	EmoBankArousal.high	96.0	2985.0	54.0	0.562	1.16	0.001	1.177	EmoBankA	0.485	56.2 (48.5)
13895	admittedly,	CR.negative	105.0	1241.0	59.0	0.562	1.536	0.006	1.447	CR	0.366	56.2 (36.6)
14379	unfortunately,	SUBJ.subjective	73.0	4514.0	41.0	0.562	1.12	0.0	1.137	SUBJ	0.502	56.2 (50.2)
63	nationally,	PDTB.Expansion	187.0	7633.0	105.0	0.561	1.381	0.002	1.353	PDTB	0.234	56.1 (23.4)
12202	conversely	QQP.not-duplicate	17815.0	206126.0	9999.0	0.561	0.89	-0.004	0.842	QQP	0.631	56.1 (63.1)
3455	coincidentally,	SwitchBoard.Statement-non-opinion	41.0	3167.0	23.0	0.561	3.727	0.001	1.935	SwitchBoard	0.156	56.1 (15.6)
9742	historically,	RTE.not_entailment	41.0	1371.0	23.0	0.561	1.132	0.001	1.149	RTE	0.496	56.1 (49.6)
3456	this,	SwitchBoard.Uninterpretable	282.0	3884.0	158.0	0.56	3.036	0.005	1.854	SwitchBoard	0.192	56.0 (19.2)
11527	sometimes,	SST-2.negative	225.0	26831.0	126.0	0.56	1.265	0.0	1.267	SST-2	0.443	56.0 (44.3)
6912	or,	EmoBankArousal.high	200.0	2985.0	112.0	0.56	1.155	0.002	1.17	EmoBankA	0.485	56.0 (48.5)
11605	immediately,	SST-2.positive	143.0	33784.0	80.0	0.559	1.004	0.0	1.005	SST-2	0.557	55.9 (55.7)
64	here,	PDTB.Expansion	59.0	7633.0	33.0	0.559	1.375	0.0	1.346	PDTB	0.234	55.9 (23.4)
11612	but	SST-2.positive	204.0	33784.0	114.0	0.559	1.003	0.0	1.003	SST-2	0.557	55.9 (55.7)
1150	so,	PDTB.Cause	68.0	3745.0	38.0	0.559	2.106	0.001	1.665	PDTBf	0.115	55.9 (11.5)
12203	especially,	QQP.not-duplicate	16221.0	206126.0	9062.0	0.559	0.886	-0.004	0.837	QQP	0.631	55.9 (63.1)
6708	later,	EmoBankValence.low	43.0	3293.0	24.0	0.558	0.982	-0.0	0.977	EmoBankV	0.568	55.8 (56.8)
10441	and	Cola.well-formed	95.0	6744.0	53.0	0.558	0.794	-0.001	0.672	Cola	0.703	55.8 (70.3)
10480	plus,	MNLI.neutral	1203.0	134009.0	671.0	0.558	1.675	0.001	1.508	MNLI	0.333	55.8 (33.3)
7852	again,	EmoBankDominance.low	52.0	4411.0	29.0	0.558	0.909	-0.0	0.874	EmoBankD	0.613	55.8 (61.3)
12359	in_contrast,	QNLI.not_entailment	52.0	48313.0	29.0	0.558	1.114	0.0	1.129	QNLI	0.5	55.8 (50.0)
1151	clearly,	PDTB.Cause	104.0	3745.0	58.0	0.558	2.101	0.002	1.661	PDTBf	0.115	55.8 (11.5)
9531	by_comparison,	MRPC.not-paraphrase	217.0	1323.0	121.0	0.558	1.718	0.012	1.527	MRPC	0.325	55.8 (32.5)
11528	in_fact,	SST-2.negative	113.0	26831.0	63.0	0.558	1.26	0.0	1.26	SST-2	0.443	55.8 (44.3)
10481	unsurprisingly,	MNLI.neutral	4477.0	134009.0	2496.0	0.558	1.674	0.002	1.507	MNLI	0.333	55.8 (33.3)
12360	in_the_end,	QNLI.not_entailment	122.0	48313.0	68.0	0.557	1.114	0.0	1.129	QNLI	0.5	55.7 (50.0)
12361	indeed,	QNLI.not_entailment	558.0	48313.0	311.0	0.557	1.114	0.0	1.129	QNLI	0.5	55.7 (50.0)
12362	apparently,	QNLI.entailment	349.0	48224.0	194.0	0.556	1.113	0.0	1.127	QNLI	0.5	55.6 (50.0)
10442	though,	Cola.well-formed	36.0	6744.0	20.0	0.556	0.79	-0.001	0.668	Cola	0.703	55.6 (70.3)
10482	optionally,	MNLI.entailment	117.0	134364.0	65.0	0.556	1.664	0.0	1.499	MNLI	0.334	55.6 (33.4)
12363	although,	QNLI.not_entailment	117.0	48313.0	65.0	0.556	1.11	0.0	1.124	QNLI	0.5	55.6 (50.0)
4589	here,	Emergent.for	45.0	1108.0	25.0	0.556	1.171	0.002	1.182	Emergent	0.475	55.6 (47.5)
7399	ultimately,	EmoBankDominance.high	36.0	2779.0	20.0	0.556	1.437	0.001	1.38	EmoBankD	0.387	55.6 (38.7)
12364	happily,	QNLI.not_entailment	299.0	48313.0	166.0	0.555	1.109	0.0	1.123	QNLI	0.5	55.5 (50.0)
1148	meanwhile,	PDTB.Conjunction	301.0	3158.0	167.0	0.555	2.479	0.007	1.744	PDTBf	0.097	55.5 (9.7)
12207	or,	QQP.not-duplicate	36442.0	206126.0	20205.0	0.554	0.879	-0.008	0.829	QQP	0.631	55.4 (63.1)
10483	fortunately,	MNLI.contradiction	1230.0	134101.0	681.0	0.554	1.662	0.001	1.494	MNLI	0.333	55.4 (33.3)
9745	ironically,	RTE.entailment	56.0	1395.0	31.0	0.554	1.098	0.001	1.111	RTE	0.504	55.4 (50.4)
12727	technically,	STAC.Question_answer_pair	76.0	2353.0	42.0	0.553	2.93	0.002	1.814	STAC	0.197	55.3 (19.7)
11815	and	SST-2.positive	3071.0	33784.0	1697.0	0.553	0.991	-0.0	0.989	SST-2	0.557	55.3 (55.7)
12075	actually,	QQP.duplicate	419.0	120732.0	231.0	0.551	1.493	0.0	1.405	QQP	0.369	55.1 (36.9)
5351	currently,	Formality.high	49.0	1964.0	27.0	0.551	1.143	0.001	1.154	Formality	0.482	55.1 (48.2)
10484	clearly,	MNLI.neutral	3444.0	134009.0	1896.0	0.551	1.653	0.002	1.484	MNLI	0.333	55.1 (33.3)
10485	currently,	MNLI.contradiction	4128.0	134101.0	2268.0	0.549	1.649	0.002	1.48	MNLI	0.333	54.9 (33.3)
14087	and	CR.positive	51.0	2151.0	28.0	0.549	0.866	-0.001	0.811	CR	0.634	54.9 (63.4)
12365	first,	QNLI.entailment	927.0	48224.0	508.0	0.548	1.097	0.0	1.107	QNLI	0.5	54.8 (50.0)
9748	coincidentally,	RTE.entailment	418.0	1395.0	229.0	0.548	1.087	0.007	1.097	RTE	0.504	54.8 (50.4)
12366	ultimately,	QNLI.entailment	325.0	48224.0	178.0	0.548	1.096	0.0	1.106	QNLI	0.5	54.8 (50.0)
14384	inevitably,	SUBJ.objective	95.0	4485.0	52.0	0.547	1.098	0.001	1.108	SUBJ	0.498	54.7 (49.8)
6009	already,	Implicature.low	53.0	2231.0	29.0	0.547	1.027	0.0	1.032	Implicature	0.533	54.7 (53.3)
14385	and	SUBJ.objective	117.0	4485.0	64.0	0.547	1.098	0.001	1.107	SUBJ	0.498	54.7 (49.8)
1154	theoretically,	PDTB.Cause	128.0	3745.0	70.0	0.547	2.061	0.003	1.621	PDTBf	0.115	54.7 (11.5)
12369	increasingly,	QNLI.not_entailment	406.0	48313.0	222.0	0.547	1.093	0.0	1.102	QNLI	0.5	54.7 (50.0)
12367	supposedly,	QNLI.entailment	2868.0	48224.0	1568.0	0.547	1.094	0.001	1.104	QNLI	0.5	54.7 (50.0)
8411	frankly,	Sarcasm.notsarcasm	86.0	2116.0	47.0	0.547	1.091	0.001	1.1	Sarcasm	0.501	54.7 (50.1)
6922	meantime,	EmoBankArousal.high	108.0	2985.0	59.0	0.546	1.126	0.001	1.135	EmoBankA	0.485	54.6 (48.5)
12368	traditionally,	QNLI.entailment	3149.0	48224.0	1720.0	0.546	1.093	0.002	1.103	QNLI	0.5	54.6 (50.0)
11533	suddenly,	SST-2.negative	293.0	26831.0	160.0	0.546	1.234	0.0	1.228	SST-2	0.443	54.6 (44.3)
12370	firstly,	QNLI.entailment	1361.0	48224.0	743.0	0.546	1.093	0.001	1.102	QNLI	0.5	54.6 (50.0)
7404	meaning,	EmoBankDominance.high	44.0	2779.0	24.0	0.545	1.411	0.001	1.35	EmoBankD	0.387	54.5 (38.7)
10486	surprisingly,	MNLI.contradiction	3606.0	134101.0	1966.0	0.545	1.636	0.002	1.466	MNLI	0.333	54.5 (33.3)
11827	ultimately,	SST-2.positive	279.0	33784.0	152.0	0.545	0.977	-0.0	0.972	SST-2	0.557	54.5 (55.7)
5204	unfortunately,	Verifiability.unverifiable	123.0	4459.0	67.0	0.545	0.775	-0.003	0.653	Verifiability	0.703	54.5 (70.3)
1147	essentially,	PDTB.Restatement	112.0	2693.0	61.0	0.545	2.854	0.003	1.777	PDTBf	0.083	54.5 (8.3)
12371	normally,	QNLI.entailment	766.0	48224.0	417.0	0.544	1.09	0.0	1.098	QNLI	0.5	54.4 (50.0)
12372	in_short,	QNLI.entailment	57.0	48224.0	31.0	0.544	1.089	0.0	1.097	QNLI	0.5	54.4 (50.0)
6397	absolutely,	EmoBankValence.high	92.0	2501.0	50.0	0.543	1.259	0.002	1.245	EmoBankV	0.432	54.3 (43.2)
12373	previously,	QNLI.entailment	304.0	48224.0	165.0	0.543	1.087	0.0	1.095	QNLI	0.5	54.3 (50.0)
12374	coincidentally,	QNLI.not_entailment	984.0	48313.0	534.0	0.543	1.084	0.0	1.092	QNLI	0.5	54.3 (50.0)
9747	already,	RTE.not_entailment	59.0	1371.0	32.0	0.542	1.095	0.001	1.102	RTE	0.496	54.2 (49.6)
8412	anyway,	Sarcasm.sarcasm	83.0	2107.0	45.0	0.542	1.087	0.001	1.094	Sarcasm	0.499	54.2 (49.9)
11830	originally,	SST-2.positive	48.0	33784.0	26.0	0.542	0.972	-0.0	0.966	SST-2	0.557	54.2 (55.7)
11536	now,	SST-2.negative	240.0	26831.0	130.0	0.542	1.224	0.0	1.216	SST-2	0.443	54.2 (44.3)
10445	on_the_contrary,	Cola.well-formed	109.0	6744.0	59.0	0.541	0.77	-0.002	0.648	Cola	0.703	54.1 (70.3)
87	indeed,	PDTB.Expansion	405.0	7633.0	219.0	0.541	1.33	0.003	1.292	PDTB	0.234	54.1 (23.4)
11831	obviously,	SST-2.positive	37.0	33784.0	20.0	0.541	0.97	-0.0	0.963	SST-2	0.557	54.1 (55.7)
7870	or,	EmoBankDominance.low	239.0	4411.0	129.0	0.54	0.88	-0.002	0.84	EmoBankD	0.613	54.0 (61.3)
9749	separately,	RTE.not_entailment	189.0	1371.0	102.0	0.54	1.089	0.003	1.096	RTE	0.496	54.0 (49.6)
10487	collectively,	MNLI.neutral	653.0	134009.0	352.0	0.539	1.619	0.0	1.447	MNLI	0.333	53.9 (33.3)
5205	because_of_this	Verifiability.unverifiable	52.0	4459.0	28.0	0.538	0.766	-0.001	0.644	Verifiability	0.703	53.8 (70.3)
11834	later,	SST-2.positive	65.0	33784.0	35.0	0.538	0.966	-0.0	0.959	SST-2	0.557	53.8 (55.7)
6929	yet,	EmoBankArousal.high	52.0	2985.0	28.0	0.538	1.11	0.0	1.116	EmoBankA	0.485	53.8 (48.5)
5987	by_contrast,	Implicature.high	39.0	1958.0	21.0	0.538	1.152	0.001	1.154	Implicature	0.467	53.8 (46.7)
7872	probably,	EmoBankDominance.low	65.0	4411.0	35.0	0.538	0.878	-0.001	0.837	EmoBankD	0.613	53.8 (61.3)
12375	for_example	QNLI.entailment	117.0	48224.0	63.0	0.538	1.078	0.0	1.084	QNLI	0.5	53.8 (50.0)
9750	previously,	RTE.not_entailment	52.0	1371.0	28.0	0.538	1.087	0.001	1.093	RTE	0.496	53.8 (49.6)
10488	luckily,	MNLI.contradiction	1347.0	134101.0	725.0	0.538	1.615	0.001	1.444	MNLI	0.333	53.8 (33.3)
8414	well,	Sarcasm.notsarcasm	275.0	2116.0	148.0	0.538	1.074	0.002	1.08	Sarcasm	0.501	53.8 (50.1)
11537	personally,	SST-2.negative	80.0	26831.0	43.0	0.538	1.214	0.0	1.205	SST-2	0.443	53.8 (44.3)
12380	by_comparison,	QNLI.not_entailment	547.0	48313.0	294.0	0.537	1.074	0.0	1.08	QNLI	0.5	53.7 (50.0)
12378	typically,	QNLI.entailment	540.0	48224.0	290.0	0.537	1.075	0.0	1.081	QNLI	0.5	53.7 (50.0)
12379	probably,	QNLI.entailment	1002.0	48224.0	538.0	0.537	1.075	0.0	1.081	QNLI	0.5	53.7 (50.0)
6948	again,	EmoBankArousal.low	41.0	3169.0	22.0	0.537	1.042	0.0	1.047	EmoBankA	0.515	53.7 (51.5)
12381	absolutely,	QNLI.entailment	164.0	48224.0	88.0	0.537	1.074	0.0	1.08	QNLI	0.5	53.7 (50.0)
14387	in_the_end,	SUBJ.subjective	82.0	4514.0	44.0	0.537	1.07	0.0	1.075	SUBJ	0.502	53.7 (50.2)
9755	subsequently,	RTE.entailment	69.0	1395.0	37.0	0.536	1.064	0.001	1.069	RTE	0.504	53.6 (50.4)
14389	perhaps,	SUBJ.subjective	69.0	4514.0	37.0	0.536	1.069	0.0	1.075	SUBJ	0.502	53.6 (50.2)
12382	evidently,	QNLI.not_entailment	636.0	48313.0	341.0	0.536	1.071	0.0	1.077	QNLI	0.5	53.6 (50.0)
10489	because_of_this	MNLI.neutral	1415.0	134009.0	758.0	0.536	1.609	0.001	1.437	MNLI	0.333	53.6 (33.3)
11836	next,	SST-2.positive	170.0	33784.0	91.0	0.535	0.96	-0.0	0.953	SST-2	0.557	53.5 (55.7)
23	generally,	PDTB.Entrel	58.0	4419.0	31.0	0.534	2.27	0.001	1.642	PDTB	0.135	53.4 (13.5)
6398	so,	EmoBankValence.high	73.0	2501.0	39.0	0.534	1.238	0.001	1.22	EmoBankV	0.432	53.4 (43.2)
10490	similarly,	MNLI.entailment	1110.0	134364.0	593.0	0.534	1.6	0.001	1.43	MNLI	0.334	53.4 (33.4)
8415	but	Sarcasm.notsarcasm	60.0	2116.0	32.0	0.533	1.064	0.0	1.069	Sarcasm	0.501	53.3 (50.1)
7876	locally,	EmoBankDominance.low	105.0	4411.0	56.0	0.533	0.869	-0.001	0.828	EmoBankD	0.613	53.3 (61.3)
8115	moreover	PersuasivenessEloquence.low	45.0	600.0	24.0	0.533	0.725	-0.011	0.567	PersuasivenessEloquence	0.735	53.3 (73.5)
14236	instead,	SICKE.neutral	212.0	2818.0	113.0	0.533	0.946	-0.001	0.935	SICKE	0.564	53.3 (56.4)
10491	admittedly,	MNLI.neutral	1829.0	134009.0	974.0	0.533	1.599	0.001	1.427	MNLI	0.333	53.3 (33.3)
12383	arguably,	QNLI.entailment	2967.0	48224.0	1580.0	0.533	1.066	0.001	1.071	QNLI	0.5	53.3 (50.0)
12385	here,	QNLI.not_entailment	237.0	48313.0	126.0	0.532	1.062	0.0	1.067	QNLI	0.5	53.2 (50.0)
10492	obviously,	MNLI.neutral	1244.0	134009.0	661.0	0.531	1.596	0.001	1.423	MNLI	0.333	53.1 (33.3)
6207	significantly,	Implicature.low	64.0	2231.0	34.0	0.531	0.997	-0.0	0.997	Implicature	0.533	53.1 (53.3)
6729	then,	EmoBankValence.low	64.0	3293.0	34.0	0.531	0.935	-0.0	0.921	EmoBankV	0.568	53.1 (56.8)
14391	unsurprisingly,	SUBJ.subjective	81.0	4514.0	43.0	0.531	1.058	0.0	1.062	SUBJ	0.502	53.1 (50.2)
12386	and	QNLI.not_entailment	115.0	48313.0	61.0	0.53	1.06	0.0	1.064	QNLI	0.5	53.0 (50.0)
12388	together,	QNLI.not_entailment	151.0	48313.0	80.0	0.53	1.059	0.0	1.062	QNLI	0.5	53.0 (50.0)
12218	mostly,	QQP.not-duplicate	376.0	206126.0	199.0	0.529	0.839	-0.0	0.785	QQP	0.631	52.9 (63.1)
12389	similarly,	QNLI.entailment	242.0	48224.0	128.0	0.529	1.059	0.0	1.062	QNLI	0.5	52.9 (50.0)
12390	on_the_contrary,	QNLI.entailment	316.0	48224.0	167.0	0.528	1.058	0.0	1.061	QNLI	0.5	52.8 (50.0)
6958	later,	EmoBankArousal.low	53.0	3169.0	28.0	0.528	1.026	0.0	1.028	EmoBankA	0.515	52.8 (51.5)
12391	initially,	QNLI.entailment	2019.0	48224.0	1066.0	0.528	1.057	0.001	1.06	QNLI	0.5	52.8 (50.0)
12393	essentially,	QNLI.entailment	932.0	48224.0	491.0	0.527	1.055	0.0	1.058	QNLI	0.5	52.7 (50.0)
10493	nonetheless	MNLI.contradiction	1147.0	134101.0	604.0	0.527	1.58	0.001	1.409	MNLI	0.333	52.7 (33.3)
9760	unsurprisingly,	RTE.entailment	57.0	1395.0	30.0	0.526	1.044	0.0	1.047	RTE	0.504	52.6 (50.4)
11541	clearly,	SST-2.negative	76.0	26831.0	40.0	0.526	1.189	0.0	1.177	SST-2	0.443	52.6 (44.3)
1164	realistically,	PDTB.Cause	156.0	3745.0	82.0	0.526	1.981	0.003	1.549	PDTBf	0.115	52.6 (11.5)
11841	hence,	SST-2.positive	1268.0	33784.0	666.0	0.525	0.942	-0.001	0.932	SST-2	0.557	52.5 (55.7)
12394	subsequently,	QNLI.entailment	579.0	48224.0	304.0	0.525	1.051	0.0	1.054	QNLI	0.5	52.5 (50.0)
8417	maybe,	Sarcasm.sarcasm	40.0	2107.0	21.0	0.525	1.052	0.0	1.055	Sarcasm	0.499	52.5 (49.9)
13	but	PDTB.Comparison	185.0	2124.0	97.0	0.524	4.634	0.004	1.864	PDTB	0.065	52.4 (6.5)
11842	actually,	SST-2.positive	124.0	33784.0	65.0	0.524	0.941	-0.0	0.93	SST-2	0.557	52.4 (55.7)
11844	mostly,	SST-2.positive	336.0	33784.0	176.0	0.524	0.94	-0.0	0.93	SST-2	0.557	52.4 (55.7)
10494	rather,	MNLI.contradiction	1499.0	134101.0	785.0	0.524	1.572	0.001	1.4	MNLI	0.333	52.4 (33.3)
7880	in_the_meantime,	EmoBankDominance.low	65.0	4411.0	34.0	0.523	0.853	-0.001	0.81	EmoBankD	0.613	52.3 (61.3)
13903	probably,	CR.negative	44.0	1241.0	23.0	0.523	1.429	0.002	1.329	CR	0.366	52.3 (36.6)
12220	in_turn,	QQP.not-duplicate	132.0	206126.0	69.0	0.523	0.829	-0.0	0.774	QQP	0.631	52.3 (63.1)
10495	typically,	MNLI.neutral	907.0	134009.0	474.0	0.523	1.57	0.0	1.397	MNLI	0.333	52.3 (33.3)
10496	in_particular,	MNLI.entailment	893.0	134364.0	466.0	0.522	1.563	0.0	1.393	MNLI	0.334	52.2 (33.4)
99	sometimes,	PDTB.Expansion	46.0	7633.0	24.0	0.522	1.283	0.0	1.241	PDTB	0.234	52.2 (23.4)
6939	instead,	EmoBankArousal.high	46.0	2985.0	24.0	0.522	1.076	0.0	1.077	EmoBankA	0.485	52.2 (48.5)
6228	and	Implicature.low	46.0	2231.0	24.0	0.522	0.98	-0.0	0.977	Implicature	0.533	52.2 (53.3)
11544	also,	SST-2.negative	94.0	26831.0	49.0	0.521	1.178	0.0	1.164	SST-2	0.443	52.1 (44.3)
100	increasingly,	PDTB.Expansion	119.0	7633.0	62.0	0.521	1.281	0.001	1.239	PDTB	0.234	52.1 (23.4)
10497	evidently,	MNLI.neutral	4109.0	134009.0	2139.0	0.521	1.563	0.002	1.391	MNLI	0.333	52.1 (33.3)
11545	once,	SST-2.negative	98.0	26831.0	51.0	0.52	1.176	0.0	1.162	SST-2	0.443	52.0 (44.3)
11546	meaning,	SST-2.negative	540.0	26831.0	281.0	0.52	1.176	0.001	1.162	SST-2	0.443	52.0 (44.3)
102	apparently,	PDTB.Expansion	75.0	7633.0	39.0	0.52	1.279	0.0	1.236	PDTB	0.234	52.0 (23.4)
6940	well,	EmoBankArousal.high	50.0	2985.0	26.0	0.52	1.072	0.0	1.073	EmoBankA	0.485	52.0 (48.5)
6961	by_then	EmoBankArousal.low	50.0	3169.0	26.0	0.52	1.01	0.0	1.011	EmoBankA	0.515	52.0 (51.5)
11847	elsewhere,	SST-2.positive	593.0	33784.0	308.0	0.519	0.932	-0.0	0.921	SST-2	0.557	51.9 (55.7)
12395	presumably,	QNLI.not_entailment	1500.0	48313.0	779.0	0.519	1.038	0.0	1.039	QNLI	0.5	51.9 (50.0)
6941	in_the_meantime,	EmoBankArousal.high	52.0	2985.0	27.0	0.519	1.07	0.0	1.071	EmoBankA	0.485	51.9 (48.5)
5995	later,	Implicature.high	52.0	1958.0	27.0	0.519	1.111	0.001	1.108	Implicature	0.467	51.9 (46.7)
10499	additionally	MNLI.entailment	2115.0	134364.0	1098.0	0.519	1.555	0.001	1.385	MNLI	0.334	51.9 (33.4)
10498	normally,	MNLI.contradiction	1915.0	134101.0	994.0	0.519	1.558	0.001	1.386	MNLI	0.333	51.9 (33.3)
9759	normally,	RTE.not_entailment	54.0	1371.0	28.0	0.519	1.046	0.0	1.048	RTE	0.496	51.9 (49.6)
11547	normally,	SST-2.negative	54.0	26831.0	28.0	0.519	1.171	0.0	1.158	SST-2	0.443	51.9 (44.3)
11848	occasionally,	SST-2.positive	222.0	33784.0	115.0	0.518	0.929	-0.0	0.918	SST-2	0.557	51.8 (55.7)
6735	especially,	EmoBankValence.low	56.0	3293.0	29.0	0.518	0.911	-0.0	0.895	EmoBankV	0.568	51.8 (56.8)
12397	theoretically,	QNLI.not_entailment	1489.0	48313.0	771.0	0.518	1.035	0.0	1.036	QNLI	0.5	51.8 (50.0)
12396	collectively,	QNLI.entailment	452.0	48224.0	234.0	0.518	1.036	0.0	1.038	QNLI	0.5	51.8 (50.0)
10500	by_comparison,	MNLI.contradiction	1275.0	134101.0	660.0	0.518	1.554	0.001	1.382	MNLI	0.333	51.8 (33.3)
10501	notably,	MNLI.contradiction	1237.0	134101.0	640.0	0.517	1.553	0.001	1.382	MNLI	0.333	51.7 (33.3)
1159	simultaneously	PDTB.Conjunction	87.0	3158.0	45.0	0.517	2.311	0.002	1.608	PDTBf	0.097	51.7 (9.7)
11548	namely,	SST-2.negative	2230.0	26831.0	1153.0	0.517	1.168	0.003	1.154	SST-2	0.443	51.7 (44.3)
10503	specifically,	MNLI.entailment	2899.0	134364.0	1497.0	0.516	1.547	0.001	1.377	MNLI	0.334	51.6 (33.4)
10504	absolutely,	MNLI.entailment	4125.0	134364.0	2130.0	0.516	1.547	0.002	1.377	MNLI	0.334	51.6 (33.4)
1142	for_example	PDTB.Instantiation	62.0	1202.0	32.0	0.516	6.059	0.002	1.891	PDTBf	0.037	51.6 (3.7)
10502	by_then	MNLI.neutral	1681.0	134009.0	867.0	0.516	1.549	0.001	1.378	MNLI	0.333	51.6 (33.3)
1168	because_of_that	PDTB.Cause	64.0	3745.0	33.0	0.516	1.943	0.001	1.517	PDTBf	0.115	51.6 (11.5)
12398	remarkably,	QNLI.not_entailment	2683.0	48313.0	1383.0	0.515	1.03	0.0	1.031	QNLI	0.5	51.5 (50.0)
7417	here,	EmoBankDominance.high	66.0	2779.0	34.0	0.515	1.333	0.001	1.265	EmoBankD	0.387	51.5 (38.7)
12399	once,	QNLI.not_entailment	165.0	48313.0	85.0	0.515	1.029	0.0	1.03	QNLI	0.5	51.5 (50.0)
